idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,porcentagem_salario_emprestimo,foi_inadimplente_cb,tempo_primeira_solicitacao_credito_cb
21,42000,Hipoteca,5,Educativo,C,7000,15.23,0,0.17,S,4
23,47000,Hipoteca,7,Médico,C,16000,14.35,1,0.34,S,3
25,150000,Hipoteca,9,Pagamento de débitos,A,10000,5.42,0,0.07,N,4
23,41000,Hipoteca,7,Pagamento de débitos,B,35000,NULL,0,0.22,N,4
33,53000,Aluguel,6,Melhora do lar,B,2500,9.99,0,0.05,N,7
22,88512,Hipoteca,6,Educativo,A,3000,5.79,0,0.03,N,2
26,60000,Hipoteca,2,Médico,C,18000,13.49,0,0.3,N,4
22,65000,Aluguel,6,Médico,A,16000,8.49,0,0.25,N,4
42,175000,Hipoteca,12,Personal,C,7000,12.99,0,0.04,S,13
25,120000,Aluguel,9,Pagamento de débitos,B,11000,12.18,0,0.09,N,4
28,53000,Aluguel,0,Personal,B,7000,9.88,0,0.13,N,6
22,18000,Aluguel,0,Personal,B,3600,NULL,1,0.2,N,2
42,51000,Hipoteca,5,Pagamento de débitos,A,20000,8.49,0,0.39,N,14
26,82000,Hipoteca,1,Empreendimento,C,5000,13.47,0,0.06,S,2
28,336000,Aluguel,1,Empreendimento,C,NULL,8.49,0,0.06,NULL,10
22,37000,Aluguel,5,Educativo,B,6000,11.83,0,0.16,N,4
24,83500,Aluguel,1,Educativo,C,20000,13.48,0,0.24,N,3
24,70000,Hipoteca,2,Melhora do lar,A,NULL,12.99,NULL,0.29,N,3
24,100000,Hipoteca,5,Empreendimento,A,7000,6.76,0,0.07,N,3
22,41000,Aluguel,7,Personal,A,4000,7.51,1,0.1,N,3
24,156000,NULL,8,Educativo,B,20000,11.22,1,0.52,S,4
26,50500,Aluguel,0,Melhora do lar,A,4050,7.88,0,0.08,N,4
22,62589,Própria,NULL,Empreendimento,C,7000,13.35,0,0.11,S,2
37,40000,Própria,1,Empreendimento,B,15000,11.48,0,0.38,N,14
23,100000,Hipoteca,0,Educativo,A,11000,8.49,0,0.11,N,3
23,76500,Aluguel,3,Pagamento de débitos,B,18000,10.65,1,0.24,N,4
26,67983,Hipoteca,7,Médico,D,15000,16.49,1,0.19,S,3
27,60000,Própria,4,Médico,B,10425,9.45,0,0.17,N,8
24,39996,Aluguel,1,Médico,B,16000,10.71,1,0.4,N,2
25,48000,Hipoteca,5,Educativo,C,16750,NULL,0,0.35,S,4
29,100000,Hipoteca,1,Personal,C,10000,14.79,0,0.1,N,6
43,98600,Hipoteca,0,Médico,D,7750,15.31,1,0.07,S,14
27,85500,Aluguel,1,Melhora do lar,D,11000,15.99,1,0.13,S,5
25,55016,Aluguel,0,Empreendimento,C,10000,13.16,0,0.18,S,2
24,48000,Aluguel,NULL,Pagamento de débitos,A,8000,7.51,0,0.17,N,4
26,40000,Aluguel,1,Médico,C,5000,14.26,0,0.13,S,2
32,36000,Hipoteca,0,Pagamento de débitos,C,1800,12.61,0,0.05,N,10
22,54225,Aluguel,0,Educativo,E,15000,16.7,1,0.28,S,4
24,74600,Hipoteca,3,Pagamento de débitos,E,20000,17.51,1,0.27,N,3
24,45000,Aluguel,8,Personal,B,6000,NULL,0,0.13,N,3
25,44000,Aluguel,2,Personal,D,10000,15.65,1,0.23,N,2
32,45576,Aluguel,1,Empreendimento,B,4000,10.99,0,0.09,N,9
36,28800,Própria,0,Melhora do lar,B,5375,11.11,0,0.19,N,13
23,56004,Hipoteca,0,Educativo,C,10000,13.61,0,0.18,N,4
28,191250,Hipoteca,11,Médico,E,9000,16.95,1,0.04,N,6
23,145000,Própria,7,Educativo,B,20800,11.83,0,0.14,N,4
30,58800,Aluguel,0,Pagamento de débitos,A,12000,NULL,0,0.2,N,10
31,18996,Própria,6,Melhora do lar,C,7000,NULL,1,0.37,N,8
50,39204,Aluguel,4,Empreendimento,A,10000,5.99,0,0.26,N,12
27,100000,Hipoteca,11,Personal,A,12000,NULL,0,0.12,N,6
22,18000,Própria,1,Educativo,D,5400,15.31,1,0.3,S,4
39,23500,Aluguel,14,Personal,D,5850,15.2,0,0.25,N,12
22,55000,Aluguel,7,Médico,B,10000,10.37,0,0.18,N,2
23,81500,Hipoteca,4,Pagamento de débitos,B,15000,10,0,0.18,N,4
22,74800,Aluguel,3,Médico,D,20000,14.96,1,0.23,S,4
32,44400,Hipoteca,3,Educativo,A,15000,8.9,1,0.34,N,5
23,62000,Aluguel,7,Empreendimento,A,16000,7.49,0,0.26,N,2
23,85000,Aluguel,0,Personal,B,12000,10.37,0,0.14,N,4
24,20400,Aluguel,3,Pagamento de débitos,C,7550,14.79,1,0.37,S,3
24,62000,Aluguel,3,Melhora do lar,C,10000,13.49,0,0.16,S,3
33,75000,Hipoteca,13,Empreendimento,D,4000,14.11,0,0.05,N,7
26,200000,Hipoteca,4,Educativo,C,15000,14.79,0,0.07,N,3
30,56628,Hipoteca,2,Melhora do lar,A,12000,8.94,0,0.21,N,10
36,29500,Própria,4,Empreendimento,B,1250,11.83,0,0.04,N,15
22,36000,Aluguel,6,Educativo,B,6000,10.75,0,0.17,N,3
27,48000,Aluguel,0,Pagamento de débitos,B,5000,NULL,0,0.17,NULL,15
33,102996,Hipoteca,4,Educativo,A,6000,NULL,0,0.06,N,8
22,60000,Aluguel,0,Educativo,B,15000,11.71,0,0.25,N,3
23,69000,Aluguel,3,Educativo,B,15000,10.65,0,0.22,N,4
24,78000,Hipoteca,8,Pagamento de débitos,A,3600,5.42,0,0.05,N,4
23,294000,Hipoteca,6,Educativo,A,15000,8.9,0,0.05,N,4
24,44000,Aluguel,3,Educativo,B,3500,12.69,0,0.08,N,2
25,78000,Hipoteca,0,Pagamento de débitos,A,10000,5.79,0,0.13,N,2
29,84000,Hipoteca,9,Melhora do lar,A,5900,7.66,0,0.07,N,9
27,17000,Aluguel,2,Empreendimento,D,4000,14.42,1,0.24,N,8
23,138000,Aluguel,7,Pagamento de débitos,D,24000,16,1,0.17,S,2
28,143000,Aluguel,5,Melhora do lar,C,15000,12.53,0,0.1,N,6
27,84906,Hipoteca,11,Pagamento de débitos,A,4500,7.51,0,0.05,N,10
24,45000,NULL,2,Pagamento de débitos,NULL,7800,11.83,0,0.09,N,3
32,84000,Aluguel,NULL,Personal,B,14400,11.99,0,0.17,N,6
25,100000,Hipoteca,9,Melhora do lar,B,4800,10.65,0,0.05,N,3
22,54000,Aluguel,2,Educativo,B,20000,9.91,1,0.37,N,4
24,70000,Aluguel,0,Médico,C,6425,13.72,0,0.09,N,2
29,27911,Aluguel,1,Médico,E,5000,17.51,1,0.18,N,7
32,48000,Aluguel,15,Empreendimento,A,3600,6.92,0,0.07,N,6
22,45000,Aluguel,1,Empreendimento,E,10000,NULL,1,0.22,N,2
24,58155,Aluguel,8,Melhora do lar,E,12950,NULL,0,0.22,N,4
26,170000,Hipoteca,0,Melhora do lar,B,20000,10.37,0,0.12,N,3
23,57000,Hipoteca,0,Empreendimento,B,20000,11.99,0,0.35,N,2
24,62400,Hipoteca,3,Educativo,A,9500,6.54,0,0.15,N,2
39,30500,Aluguel,3,Personal,A,3600,7.68,0,0.12,N,13
22,69867,Hipoteca,2,Educativo,B,13000,11.14,0,0.19,N,2
21,12000,Aluguel,5,Empreendimento,B,5000,11.49,1,0.42,N,2
NULL,40800,Hipoteca,NULL,Melhora do lar,A,4000,6.76,0,0.06,N,3
32,34000,Aluguel,4,Empreendimento,A,4000,7.74,0,0.12,N,10
22,34000,Aluguel,6,Personal,B,5000,NULL,1,0.15,N,4
45,140000,Hipoteca,18,Melhora do lar,A,7000,7.29,0,0.05,N,17
21,25500,Aluguel,6,Educativo,C,2000,13.47,0,0.08,N,2
26,105000,Própria,10,Empreendimento,D,10000,15.65,0,0.1,S,4
26,68000,Aluguel,10,Educativo,B,20000,10.75,0,0.29,N,4
24,45000,Hipoteca,5,Educativo,A,5000,NULL,0,0.11,N,4
22,44400,Aluguel,3,Empreendimento,C,12800,12.73,0,0.29,N,4
22,44412,Aluguel,3,Personal,C,12000,13.11,0,0.27,S,2
48,66000,Aluguel,6,Melhora do lar,B,6000,11.89,0,0.09,N,16
22,36000,Hipoteca,0,Educativo,C,11625,13.49,0,0.32,N,2
25,175000,Hipoteca,9,Personal,B,7550,11.49,0,0.04,N,4
24,10000,Aluguel,8,Personal,A,3000,7.9,1,0.3,N,3
24,75000,Hipoteca,8,Pagamento de débitos,B,15000,12.21,0,0.2,N,3
33,248735,Aluguel,4,Pagamento de débitos,D,25000,14.11,1,0.1,S,6
25,105000,Hipoteca,6,Personal,D,6500,13.87,0,0.06,N,4
44,28000,Aluguel,15,Educativo,A,8000,7.49,0,0.29,N,11
33,96000,Aluguel,14,Empreendimento,A,20000,7.88,0,0.21,N,10
41,92000,Hipoteca,15,Educativo,A,12000,7.66,0,0.13,N,13
34,55000,Hipoteca,6,Melhora do lar,C,2500,13.49,0,0.05,N,7
25,35196,Aluguel,2,Médico,D,6000,14.54,1,0.17,N,3
23,80000,Hipoteca,5,Empreendimento,D,20000,14.96,0,0.25,N,3
23,42000,Hipoteca,7,Empreendimento,C,12000,15.23,0,0.29,S,3
39,182500,Aluguel,2,Melhora do lar,A,12500,5.42,0,0.07,N,11
22,65856,Hipoteca,6,Médico,C,16800,13.92,0,0.26,N,2
25,62000,Hipoteca,7,Empreendimento,A,12000,5.42,0,0.19,N,2
22,14400,Aluguel,0,NULL,A,NULL,10.36,0,0.23,N,8
28,60000,Aluguel,12,Pagamento de débitos,A,4600,7.88,0,0.08,N,8
22,75000,Aluguel,5,Educativo,B,7000,10.99,0,0.09,N,2
22,50000,Aluguel,4,Personal,A,10000,6.17,0,0.2,N,3
33,117000,Hipoteca,2,Melhora do lar,A,18000,NULL,0,0.15,N,8
24,35004,Própria,8,Pagamento de débitos,D,8000,14.96,0,0.23,N,4
41,30000,Aluguel,3,Personal,A,8875,5.42,0,0.3,N,16
30,54000,Hipoteca,12,Médico,C,15000,14.72,0,0.28,S,9
22,55000,Aluguel,6,Empreendimento,C,10000,15.27,0,0.18,N,3
24,35000,Aluguel,1,Pagamento de débitos,A,12000,6.54,1,0.34,N,2
31,66000,Hipoteca,8,Empreendimento,A,4200,7.49,0,0.06,N,7
26,30000,Aluguel,6,Melhora do lar,NULL,6500,8.49,NULL,0.22,N,5
33,120000,Hipoteca,3,Educativo,A,14050,8.9,0,0.12,N,7
35,34000,Aluguel,15,Melhora do lar,B,3200,9.99,1,0.09,N,7
26,130000,Aluguel,0,Melhora do lar,C,4550,13.57,0,0.04,S,2
22,35000,Aluguel,7,Educativo,B,6000,NULL,0,0.17,N,2
27,49000,Aluguel,11,Pagamento de débitos,B,25000,11.36,1,0.51,N,5
31,60000,Aluguel,11,Educativo,B,15000,11.71,0,0.25,N,7
25,45000,Hipoteca,4,Médico,A,5000,7.88,0,0.11,N,3
21,45000,Aluguel,5,Educativo,B,10000,NULL,0,0.22,N,2
64,24000,Aluguel,1,Médico,A,3000,6.99,0,0.13,N,21
21,NULL,Hipoteca,5,Pagamento de débitos,D,1500,13.49,NULL,0.06,S,2
26,200000,Hipoteca,4,Médico,C,15000,14.79,0,0.07,N,4
33,86000,Hipoteca,6,Pagamento de débitos,C,3600,13.98,1,0.04,N,5
32,70400,Hipoteca,3,Personal,A,13000,7.88,0,0.18,N,9
31,96000,Própria,3,Personal,B,10000,9.99,0,0.1,N,6
35,61600,Aluguel,4,Médico,A,4200,7.29,0,0.07,N,9
24,36000,Aluguel,5,Empreendimento,D,3525,14.59,0,0.1,S,3
22,40000,Aluguel,2,Pagamento de débitos,B,12000,10.99,0,0.3,N,2
43,39000,Hipoteca,12,Empreendimento,B,8000,9.99,0,0.21,N,16
27,60000,Hipoteca,6,Empreendimento,B,5100,11.49,0,0.09,N,6
24,45000,Aluguel,7,Pagamento de débitos,D,9600,15.31,1,0.21,S,3
31,64500,Hipoteca,5,Educativo,A,7000,7.88,0,0.11,N,5
27,60000,Hipoteca,0,Pagamento de débitos,A,7000,7.43,0,0.12,N,9
22,52500,Hipoteca,6,Empreendimento,C,8000,15.23,0,0.15,S,4
21,23040,Própria,0,NULL,A,3000,NULL,0,0.05,N,3
39,52273,Aluguel,3,Educativo,B,5000,NULL,0,0.1,N,12
28,77385,Aluguel,3,Médico,A,6000,7.66,0,0.08,N,6
23,69000,NULL,5,NULL,C,26000,14.27,1,0.31,S,15
31,24600,Aluguel,5,Educativo,C,2000,13.61,0,0.08,S,5
27,75000,Hipoteca,11,Melhora do lar,A,10000,NULL,0,0.13,N,7
26,72000,Aluguel,0,Pagamento de débitos,B,9000,10.74,0,0.13,N,2
28,46000,Hipoteca,2,Personal,B,4000,11.48,0,0.09,N,5
25,57000,Aluguel,0,Educativo,C,15000,13.85,0,0.26,N,4
25,60000,Aluguel,0,Pagamento de débitos,B,7000,9.25,0,0.12,N,4
30,43992,Aluguel,2,Personal,D,15000,13.24,1,0.34,N,7
24,30000,Aluguel,5,Educativo,A,4800,6.99,0,0.16,N,4
22,24000,Aluguel,0,Personal,B,2100,12.21,0,0.09,N,2
23,64000,Hipoteca,0,Pagamento de débitos,D,12000,15.62,1,0.19,S,4
22,60000,Hipoteca,NULL,Educativo,A,5000,6.54,0,0.08,N,4
25,40000,Hipoteca,6,Personal,C,5000,12.61,0,0.13,S,4
24,22000,Hipoteca,8,Personal,A,8000,5.42,0,0.36,N,4
32,89000,Aluguel,0,Médico,A,12000,8.94,0,0.13,N,6
28,31000,Aluguel,7,Médico,D,3600,14.11,1,0.12,S,8
30,45000,Hipoteca,11,Médico,A,2500,6.76,0,0.06,N,10
25,62000,Aluguel,0,Pagamento de débitos,C,14400,13.47,0,0.23,S,3
27,35000,Aluguel,0,Pagamento de débitos,A,3000,8.49,0,0.09,N,10
29,14500,Aluguel,1,Educativo,C,3600,13.61,1,0.25,S,7
24,41004,Aluguel,8,Educativo,A,6000,7.68,0,0.15,N,4
24,26400,Aluguel,2,Médico,B,6400,10.37,0,0.24,N,3
29,70000,Hipoteca,3,Pagamento de débitos,B,20000,NULL,0,0.29,N,8
28,58200,Hipoteca,8,Personal,B,4500,11.12,0,0.08,N,7
23,200000,Hipoteca,7,Educativo,A,28000,NULL,0,0.14,N,2
22,10800,Aluguel,NULL,Empreendimento,C,3600,12.23,1,0.33,S,3
25,51000,Aluguel,1,Pagamento de débitos,B,2700,9.7,0,0.05,N,2
47,100000,Hipoteca,4,Educativo,B,2500,9.99,0,0.03,N,15
24,86000,Hipoteca,0,Personal,B,20000,10.99,1,0.23,N,4
42,61000,Própria,2,Personal,A,14400,7.51,0,0.24,N,17
24,50400,Aluguel,8,Pagamento de débitos,A,1500,NULL,0,0.03,N,4
39,60000,Aluguel,2,Pagamento de débitos,C,6000,15.27,0,0.1,N,14
47,37000,Hipoteca,6,Melhora do lar,A,7400,8,0,0.2,N,15
23,33000,Aluguel,0,Personal,B,7800,10.95,1,0.24,N,2
25,71004,Aluguel,9,Personal,D,20000,14.09,0,0.28,N,2
38,170000,Aluguel,0,Empreendimento,A,5500,NULL,0,0.03,N,13
24,32004,Aluguel,2,Personal,D,6000,14.84,1,0.19,N,4
22,44000,Aluguel,4,Empreendimento,A,8500,5.42,0,0.19,N,4
24,30000,Aluguel,8,Médico,B,3000,11.86,0,0.1,N,4
24,140000,Hipoteca,8,Melhora do lar,B,25000,10.36,0,0.18,N,2
28,76992,Hipoteca,8,Educativo,B,1800,12.18,0,0.02,N,8
22,75600,Hipoteca,3,Educativo,A,10000,NULL,0,0.13,N,4
23,78885,NULL,NULL,Empreendimento,B,8550,14.3,1,0.12,N,16
23,78000,Aluguel,2,Empreendimento,D,25000,16.32,1,0.32,S,3
27,52000,Hipoteca,11,Melhora do lar,A,6000,7.49,0,0.12,N,8
22,69000,NULL,6,Personal,C,25000,11.58,0,NULL,N,3
27,91224,Hipoteca,6,Médico,A,15000,7.88,0,0.16,N,10
28,157000,Própria,12,Empreendimento,C,12000,13.92,0,0.08,S,9
25,70000,Própria,4,Personal,A,4000,7.42,0,0.06,N,2
24,54080,Hipoteca,8,Personal,A,8000,8.63,0,0.15,N,4
29,56000,Aluguel,0,Personal,B,3200,NULL,0,0.06,N,7
22,67500,Aluguel,2,Pagamento de débitos,A,5000,7.74,0,0.07,N,4
32,90000,Hipoteca,6,Personal,A,15600,7.9,0,0.17,N,9
25,48996,Aluguel,9,Médico,D,10000,14.54,1,0.2,S,2
27,30000,Aluguel,0,Médico,C,4500,14.65,0,0.15,N,9
32,65000,Aluguel,2,Empreendimento,C,4200,14.79,0,0.06,N,10
39,70000,Aluguel,8,Médico,A,16000,7.9,0,0.23,N,14
27,44004,Aluguel,4,Pagamento de débitos,D,10000,NULL,1,0.23,S,10
24,52000,Aluguel,4,Pagamento de débitos,A,3500,7.68,0,0.07,N,2
29,96500,Aluguel,13,Personal,B,10000,8.88,0,0.1,N,8
22,55000,Hipoteca,5,Educativo,D,11100,16.77,0,0.2,N,2
43,108639,Hipoteca,3,Médico,B,18000,10.75,0,0.17,N,13
25,53004,Própria,9,Educativo,B,2000,10.75,0,0.04,N,4
24,64000,Hipoteca,7,Melhora do lar,C,16000,14.65,1,0.25,N,2
24,82000,Própria,8,Educativo,C,25000,15.27,0,0.3,S,3
24,40000,Hipoteca,8,Personal,B,10000,9.88,0,0.25,N,2
25,101424,Aluguel,6,Personal,A,4000,NULL,NULL,0.15,N,2
22,60000,Aluguel,3,Personal,C,5000,14.22,0,0.08,N,4
22,32000,Própria,1,Médico,B,1200,9.96,0,0.04,N,2
23,56000,Hipoteca,6,Pagamento de débitos,A,5500,7.51,0,0.1,N,4
27,75000,Hipoteca,11,Educativo,E,21000,15.2,0,0.28,N,8
35,48000,Aluguel,0,Pagamento de débitos,C,3400,13.06,0,0.07,N,9
29,158000,Própria,13,Educativo,A,11000,8.49,0,0.07,N,6
25,36000,Hipoteca,3,Médico,A,5300,7.49,0,0.15,N,3
45,82800,Aluguel,4,Educativo,C,25000,12.87,1,0.3,S,14
22,39996,Aluguel,2,Personal,A,8000,7.14,0,0.2,N,4
27,113400,Própria,6,Empreendimento,B,2100,11.99,0,0.02,N,7
49,41869,Hipoteca,8,Educativo,A,8000,7.14,0,0.19,N,15
29,84000,Aluguel,3,Médico,B,6000,11.49,0,0.07,N,6
40,37440,Hipoteca,3,Personal,B,10000,11.14,0,0.27,N,11
24,70000,Própria,8,Personal,B,24250,12.18,0,0.35,N,2
41,47000,Própria,2,Personal,A,14000,7.88,0,0.3,N,12
38,58000,Aluguel,4,Médico,E,9500,16.35,1,0.16,S,16
23,51000,Aluguel,3,Educativo,C,12000,12.99,0,0.24,N,3
23,95000,Hipoteca,7,Educativo,A,35000,7.9,0,0.37,N,2
22,89004,Aluguel,7,Pagamento de débitos,A,17000,9.63,0,0.19,N,4
22,NULL,NULL,6,Educativo,C,2500,11.89,0,0.02,N,6
23,40000,Hipoteca,7,Educativo,B,3500,12.21,0,0.09,N,3
41,55000,Aluguel,3,Empreendimento,A,1500,5.99,0,0.03,N,15
42,82000,Aluguel,6,Pagamento de débitos,B,22000,10.99,0,0.27,N,12
29,36000,Aluguel,5,Médico,A,3075,5.42,0,0.09,N,5
24,52000,Hipoteca,9,Empreendimento,B,11300,NULL,0,0.22,N,3
25,30000,Aluguel,2,Médico,B,2000,10.38,0,0.07,N,3
42,37000,Aluguel,0,Educativo,C,15200,14.26,1,0.41,S,16
27,42000,Aluguel,7,Médico,B,5000,11.11,0,0.12,N,9
21,36120,Aluguel,5,Empreendimento,B,9000,10.39,0,0.25,N,2
24,150000,Hipoteca,8,Empreendimento,B,24000,10.99,0,0.16,N,3
21,62500,Hipoteca,6,Educativo,A,13200,7.9,0,0.21,N,3
24,NULL,Hipoteca,8,Médico,D,4000,13.49,0,NULL,N,15
32,33280,Hipoteca,6,Melhora do lar,B,2400,10.59,0,0.07,N,10
65,133000,Hipoteca,2,Pagamento de débitos,E,18000,NULL,1,0.14,N,25
26,40000,Aluguel,4,Educativo,A,12500,6.92,1,0.31,N,2
26,44000,Aluguel,4,Melhora do lar,G,12500,22.11,1,0.28,S,2
23,69000,Aluguel,7,Personal,B,9000,11.49,0,0.13,N,2
24,35000,Hipoteca,2,Melhora do lar,A,7500,7.9,0,0.21,N,3
21,10000,Própria,6,Empreendimento,D,1600,14.74,1,0.16,N,3
23,34600,Hipoteca,5,Educativo,B,6800,12.69,0,0.2,N,4
25,55000,Hipoteca,3,Educativo,D,5000,15.99,0,0.09,N,4
26,47000,Aluguel,1,Educativo,A,5000,7.14,0,0.11,N,4
94,24000,Aluguel,1,Médico,C,6500,NULL,0,0.27,N,27
27,30000,Aluguel,2,Pagamento de débitos,B,7000,10.37,0,0.23,N,7
24,57000,Hipoteca,0,Pagamento de débitos,B,2400,12.69,0,0.04,N,4
26,52700,Hipoteca,7,Personal,A,4000,7.4,0,0.08,N,3
25,46350,Hipoteca,0,Empreendimento,B,9750,10,0,0.21,N,3
34,220000,Hipoteca,6,Pagamento de débitos,B,7350,11.99,0,0.03,N,6
24,50112,Própria,NULL,Personal,A,1000,5.42,0,0.02,N,2
22,95000,Aluguel,0,Educativo,A,5750,NULL,0,0.06,N,3
37,39600,Hipoteca,17,Melhora do lar,A,6000,NULL,0,0.15,N,17
29,99000,Aluguel,1,Empreendimento,B,7000,11.11,0,0.07,N,10
22,54000,Aluguel,0,Pagamento de débitos,D,14400,NULL,1,0.27,N,4
24,35000,Aluguel,2,Médico,B,16000,11.71,1,0.46,N,3
28,55640,Hipoteca,9,Médico,C,5000,NULL,0,0.09,N,7
22,80000,Aluguel,5,Pagamento de débitos,B,3600,12.69,0,0.04,N,3
29,120000,Hipoteca,2,Personal,D,7000,NULL,0,0.06,N,8
24,40000,Aluguel,6,Personal,C,2500,15.27,0,0.06,N,3
34,39672,Aluguel,18,Educativo,C,16750,13.98,1,0.42,N,9
46,305000,Hipoteca,22,Empreendimento,E,20000,17.93,0,0.07,N,13
23,72000,Aluguel,7,Empreendimento,B,5600,11.12,0,0.08,N,2
29,19200,Própria,7,Personal,A,6000,NULL,1,0.31,N,5
22,50000,Aluguel,1,Educativo,A,11000,NULL,0,0.22,N,3
27,39000,Aluguel,1,Personal,B,4000,10.74,0,0.1,N,9
38,106000,Hipoteca,4,Melhora do lar,C,5000,12.99,0,0.05,S,12
24,31200,Aluguel,7,Personal,B,9000,10.38,0,0.29,N,4
24,65000,Aluguel,0,Empreendimento,B,7000,11.83,0,0.11,N,3
33,NULL,NULL,4,Empreendimento,A,7000,12.98,0,0.07,S,8
23,85000,Hipoteca,6,Personal,B,25000,10.75,0,0.29,N,4
26,70000,Aluguel,10,Melhora do lar,A,8000,7.9,0,0.11,N,4
23,35000,Hipoteca,0,Empreendimento,B,12000,12.42,0,0.34,N,3
28,35496,Hipoteca,5,Pagamento de débitos,B,5500,11.49,0,0.15,N,5
32,74000,Hipoteca,5,Empreendimento,B,15000,11.11,0,0.2,N,9
26,88200,Hipoteca,9,Melhora do lar,B,3000,10.59,0,0.03,N,4
29,75000,Própria,3,Melhora do lar,A,12000,7.51,0,0.16,N,8
32,106000,Hipoteca,12,Melhora do lar,A,12000,5.79,0,0.11,N,8
30,145000,Hipoteca,4,Educativo,B,12000,NULL,0,0.08,N,8
31,40000,Aluguel,3,Médico,B,2000,10.37,0,0.05,N,7
27,52000,Hipoteca,7,Pagamento de débitos,A,5000,7.75,0,0.1,N,7
31,201000,Hipoteca,3,Melhora do lar,B,15000,11.12,0,0.07,N,9
28,34000,Hipoteca,12,Médico,D,3500,15.58,1,0.1,N,6
33,48000,Hipoteca,9,Educativo,A,7500,6.03,0,0.16,N,10
48,128000,Aluguel,0,Educativo,D,7500,17.49,1,0.06,S,11
25,64000,Aluguel,8,Pagamento de débitos,D,15000,14.42,1,0.23,S,3
35,70000,Hipoteca,0,Médico,B,12000,11.71,0,0.17,N,10
29,46000,Aluguel,4,Médico,B,12000,10.74,0,0.26,N,10
27,150000,Hipoteca,11,Personal,A,9000,9.63,0,0.06,N,10
21,12000,Aluguel,0,Médico,B,4000,10.65,1,0.33,N,4
26,21600,Própria,NULL,Médico,B,4200,9.99,0,0.19,N,3
32,108000,Hipoteca,13,Pagamento de débitos,D,8400,15.99,1,0.08,N,7
29,83000,Hipoteca,13,Melhora do lar,A,7500,8.9,0,0.09,N,6
26,49493,Hipoteca,6,Empreendimento,C,15250,13.11,1,0.31,S,3
29,80000,Aluguel,3,Personal,B,21000,10.99,0,0.26,N,6
23,65100,Hipoteca,1,Médico,C,9000,14.79,0,0.14,S,4
35,30000,Aluguel,0,Médico,A,6475,5.42,0,0.22,N,6
22,54500,Hipoteca,6,Educativo,B,21000,NULL,1,NULL,S,9
25,28000,Hipoteca,3,Educativo,A,5000,8,0,0.18,N,2
25,78000,Aluguel,2,Melhora do lar,D,3200,14.59,1,0.04,S,3
28,33280,Aluguel,6,Personal,A,12000,7.66,1,0.36,N,9
27,75000,Aluguel,0,Pagamento de débitos,C,20000,13.49,0,0.27,N,7
37,74568,Aluguel,0,Empreendimento,C,6000,14.26,0,0.08,N,17
23,38400,Aluguel,7,Personal,B,4000,10.59,0,0.1,N,2
24,88000,Hipoteca,2,Personal,A,8000,5.99,0,0.09,N,4
22,88000,Aluguel,6,Empreendimento,B,28000,9.91,1,0.32,N,3
36,31000,Aluguel,2,Médico,D,8000,14.11,1,0.26,N,12
65,57996,Aluguel,4,Educativo,D,3000,NULL,0,0.05,N,27
24,77000,Hipoteca,6,Pagamento de débitos,B,12000,12.42,0,0.16,N,2
29,70000,Própria,13,Empreendimento,A,13000,6.91,0,0.19,N,8
47,44004,Aluguel,2,Personal,B,8000,NULL,1,0.18,N,15
30,70000,Hipoteca,15,Personal,A,12250,7.51,0,0.17,N,6
23,54000,Aluguel,5,Pagamento de débitos,D,6000,15.62,1,0.11,S,4
22,42500,Hipoteca,6,Médico,E,7000,15.57,1,0.16,S,4
21,35000,Aluguel,6,Empreendimento,A,5400,7.42,0,NULL,NULL,2
30,NULL,NULL,2,Empreendimento,C,1000,14.27,0,0.01,S,2
22,83000,Própria,6,Pagamento de débitos,D,25000,15.95,0,0.3,S,4
27,42000,Hipoteca,0,Médico,A,4200,6.76,0,0.1,N,9
22,27000,Própria,3,Empreendimento,B,10800,10.74,0,0.4,N,3
39,96500,Aluguel,4,Pagamento de débitos,D,14400,15.2,1,0.15,N,11
28,80004,Hipoteca,5,Médico,A,12000,6.91,0,0.15,N,6
22,33250,Aluguel,0,Educativo,D,2800,15.62,1,0.08,S,3
27,84000,Hipoteca,3,Pagamento de débitos,A,7000,7.29,0,0.08,N,5
22,60000,Aluguel,1,Personal,C,7000,14.65,0,0.12,N,2
34,96000,Própria,2,Empreendimento,B,12000,11.99,0,0.13,N,6
41,19200,Aluguel,2,Médico,D,2950,16.49,1,0.15,S,12
22,110500,Hipoteca,1,Médico,B,12250,11.26,0,0.11,N,4
23,95004,Hipoteca,4,Empreendimento,A,10000,7.51,0,0.11,N,4
30,NULL,Hipoteca,0,Educativo,D,12000,6.99,0,0.1,NULL,4
21,49000,Aluguel,5,Empreendimento,A,12500,7.49,0,0.26,N,4
22,72000,Própria,6,Educativo,B,16000,10.37,0,0.22,N,2
27,50000,Própria,7,Educativo,C,8800,12.29,0,0.18,N,7
27,44000,Aluguel,5,Melhora do lar,E,5000,16.35,1,0.11,S,6
30,21240,Aluguel,NULL,Médico,C,2000,14.22,0,0.09,S,9
30,49000,Própria,3,Médico,A,3500,6.99,0,0.07,N,5
22,35000,Aluguel,5,Educativo,NULL,1000,13.98,0,0.03,NULL,3
25,43000,Aluguel,6,Personal,A,5000,7.51,0,0.12,N,3
